# domain	grade	kind	question	answer
# GSM8K teach pack generated 2026-07-30T01:59:50.605888+00:00
# kinds: calc=hop atom, word=full Q, bridge=last-step→final
math	gsm8k	word	Liza bought 10 kilograms of butter to make cookies. She used one-half of it for chocolate chip cookies, one-fifth of it for peanut butter cookies, and one-third of the remaining butter for sugar cookies. How many kilogra	2
math	gsm8k	bridge	last step 3-1	2
math	gsm8k	bridge	result of 3-1	2
math	gsm8k	calc	60*2/3	40
math	gsm8k	calc	60-40	20
math	gsm8k	calc	60 minus 40	20
math	gsm8k	calc	40*6	240
math	gsm8k	calc	40 times 6	240
math	gsm8k	calc	20*4	80
math	gsm8k	calc	20 times 4	80
math	gsm8k	calc	240+80	320
math	gsm8k	calc	240 plus 80	320
math	gsm8k	word	A Statistics student wants to find out the average daily allowance of the middle school students. According to his survey, 2/3 of the students receive an average of $6 allowance per day while the rest gets an average of 	320
math	gsm8k	bridge	last step 240+80	320
math	gsm8k	bridge	result of 240+80	320
math	gsm8k	calc	15+35+35+50	135
math	gsm8k	calc	135-15	120
math	gsm8k	calc	135 minus 15	120
math	gsm8k	word	Every hour Joanne has to collect the coins out of the fountain inside the mall. During the first hour, she collected 15 coins. For the next two hours, she collected 35 coins from the fountain. In the fourth hour, she col	120
math	gsm8k	bridge	last step 135-15	120
math	gsm8k	bridge	result of 135-15	120
math	gsm8k	calc	8*2	16
math	gsm8k	calc	8 times 2	16
math	gsm8k	calc	16*2	32
math	gsm8k	calc	16 times 2	32
math	gsm8k	calc	8*4	32
math	gsm8k	calc	8 times 4	32
math	gsm8k	calc	32*2	64
math	gsm8k	calc	32 times 2	64
math	gsm8k	calc	32+64	96
math	gsm8k	calc	32 plus 64	96
math	gsm8k	word	Jerry’s two daughters play softball on different teams. They each have 8 games this season. Each team practices 4 hours for every game they play. If each game lasts for 2 hours, how many hours will Jerry spend at the fie	96
math	gsm8k	bridge	last step 32+64	96
math	gsm8k	bridge	result of 32+64	96
math	gsm8k	calc	1/5*1000	200
math	gsm8k	calc	2*200	400
math	gsm8k	calc	2 times 200	400
math	gsm8k	calc	1000-200-400	400
math	gsm8k	calc	400/2	200
math	gsm8k	calc	400 divided by 2	200
math	gsm8k	calc	400-200	200
math	gsm8k	calc	400 minus 200	200
math	gsm8k	word	A bear is preparing to hibernate for the winter and needs to gain 1000 pounds. At the end of summer, the bear feasts on berries and small woodland animals. During autumn, it devours acorns and salmon. It gained a fifth o	200
math	gsm8k	bridge	last step 400-200	200
math	gsm8k	bridge	result of 400-200	200
math	gsm8k	calc	10*8	80
math	gsm8k	calc	10 times 8	80
math	gsm8k	calc	290-80	210
math	gsm8k	calc	290 minus 80	210
math	gsm8k	calc	24-10	14
math	gsm8k	calc	24 minus 10	14
math	gsm8k	calc	210/14	15
math	gsm8k	calc	210 divided by 14	15
math	gsm8k	word	There are 290 liters of oil in 24 cans. If 10 of the cans are holding 8 liters each, how much oil is each of the remaining cans holding?	15
math	gsm8k	bridge	last step 210/14	15
math	gsm8k	bridge	result of 210/14	15
math	gsm8k	calc	30-12	18
math	gsm8k	calc	30 minus 12	18
math	gsm8k	calc	30-19	11
math	gsm8k	calc	30 minus 19	11
math	gsm8k	calc	30+18+11	59
math	gsm8k	word	Shawna's workout goal is 30 situps. On Monday, Shawna was only able to do 12 situps, so she decided that she would make up for the rest on Tuesday. However, she was only able to do 19 situps on Tuesday. How many situps w	59
math	gsm8k	bridge	last step 30+18+11	59
math	gsm8k	bridge	result of 30+18+11	59
math	gsm8k	calc	20*.2	4
math	gsm8k	calc	20-4	16
math	gsm8k	calc	20 minus 4	16
math	gsm8k	calc	20*30	600
math	gsm8k	calc	20 times 30	600
math	gsm8k	calc	30/2	15
math	gsm8k	calc	30 divided by 2	15
math	gsm8k	calc	15*16	240
math	gsm8k	calc	15 times 16	240
math	gsm8k	calc	600+240	840
math	gsm8k	calc	600 plus 240	840
math	gsm8k	word	James earns $20 an hour while working at his main job. He earns 20% less while working his second job. He works 30 hours at his main job and half that much at his second job. How much does he earn per week?	840
math	gsm8k	bridge	last step 600+240	840
math	gsm8k	bridge	result of 600+240	840
math	gsm8k	calc	33*16	528
math	gsm8k	calc	33 times 16	528
math	gsm8k	calc	3*10	30
math	gsm8k	calc	3 times 10	30
math	gsm8k	calc	528+30	558
math	gsm8k	calc	528 plus 30	558
math	gsm8k	word	Lee mows one lawn and charges $33. Last week he mowed 16 lawns and three customers each gave him a $10 tip. How many dollars did Lee earn mowing lawns last week?	558
math	gsm8k	bridge	last step 528+30	558
math	gsm8k	bridge	result of 528+30	558
math	gsm8k	calc	1000*20/100	200
math	gsm8k	calc	200+20	220
math	gsm8k	calc	200 plus 20	220
math	gsm8k	calc	1000-220	780
math	gsm8k	calc	1000 minus 220	780
math	gsm8k	calc	780/12	65
math	gsm8k	calc	780 divided by 12	65
math	gsm8k	calc	65*4	260
math	gsm8k	calc	65 times 4	260
math	gsm8k	calc	780-260	520
math	gsm8k	calc	780 minus 260	520
math	gsm8k	word	Tara has been planning to buy a laptop which costs $1000. A computer shop accepts payment in installments of $65 per month provided that a 20% down payment is made. If Tara wants to pay an additional $20 for the down pay	520
math	gsm8k	bridge	last step 780-260	520
math	gsm8k	bridge	result of 780-260	520
math	gsm8k	calc	3*(2/3)	2
math	gsm8k	calc	30-10-2	18
math	gsm8k	calc	18/3	6
math	gsm8k	calc	18 divided by 3	6
math	gsm8k	calc	4*3	12
math	gsm8k	calc	4 times 3	12
math	gsm8k	calc	30-12	18
math	gsm8k	calc	30 minus 12	18
math	gsm8k	calc	18/3	6
math	gsm8k	calc	18 divided by 3	6
math	gsm8k	calc	12	12
math	gsm8k	calc	12/2	6
math	gsm8k	calc	12 divided by 2	6
math	gsm8k	word	Jesse and Mia are competing in a week long race. They have one week to run 30 miles. On the first three days Jesse averages (2/3) of a mile. On day four she runs 10 miles. Mia averages 3 miles a day over the first 4 days	6
math	gsm8k	bridge	last step 12/2	6
math	gsm8k	bridge	result of 12/2	6
math	gsm8k	calc	10+45	55
math	gsm8k	calc	10 plus 45	55
math	gsm8k	calc	45/55*440	360
math	gsm8k	calc	3/4*360	270
math	gsm8k	calc	360-270	90
math	gsm8k	calc	360 minus 270	90
math	gsm8k	word	The ratio of coins that Elsa has to that which Amalie has is 10:45. If the total number of coins they have is 440, and Amalie spends 3/4 of what she has on toys, how many will she remain with?	90
math	gsm8k	bridge	last step 360-270	90
math	gsm8k	bridge	result of 360-270	90
math	gsm8k	calc	7*5	35
math	gsm8k	calc	7 times 5	35
math	gsm8k	calc	35+14	49
math	gsm8k	calc	35 plus 14	49
math	gsm8k	word	Carly collected 7 starfish with 5 arms each and one seastar with 14 arms. How many arms do the animals she collected have in total?	49
math	gsm8k	bridge	last step 35+14	49
math	gsm8k	bridge	result of 35+14	49
math	gsm8k	calc	68-30	38
math	gsm8k	calc	68 minus 30	38
math	gsm8k	calc	38/2	19
math	gsm8k	calc	38 divided by 2	19
math	gsm8k	word	Tim has 30 less apples than Martha, and Harry has half as many apples as Tim. If Martha has 68 apples, how many apples does Harry have?	19
math	gsm8k	bridge	last step 38/2	19
math	gsm8k	bridge	result of 38/2	19
math	gsm8k	calc	3*12	36
math	gsm8k	calc	3 times 12	36
math	gsm8k	calc	36+7	43
math	gsm8k	calc	36 plus 7	43
math	gsm8k	word	At a flea market, Hillary sells handmade crafts for 12 dollars per craft. Today, Hillary sells 3 crafts and is given an extra 7 dollars from an appreciative customer. Later on, Hillary deposits 18 dollars from today's pr	25
math	gsm8k	bridge	last step 36+7	25
math	gsm8k	bridge	result of 36+7	25
math	gsm8k	calc	4*6*3	72
math	gsm8k	calc	72*3/4	54
math	gsm8k	word	Nancy is filling an aquarium for her fish. She fills it halfway and goes to answer the door. While she's gone, her cat knocks the aquarium over and spills half the water in it. Then Nancy comes back and triples the amoun	54
math	gsm8k	bridge	last step 72*3/4	54
math	gsm8k	bridge	result of 72*3/4	54
math	gsm8k	calc	13+3+2	18
math	gsm8k	calc	18/6	3
math	gsm8k	calc	18 divided by 6	3
math	gsm8k	word	It is Roger’s turn to provide a snack for the baseball team after the game and he has decided to bring trail mix. The trail mix comes in packs of 6 individual pouches. Roger has 13 members on his baseball team, plus 3 co	3
math	gsm8k	bridge	last step 18/6	3
math	gsm8k	bridge	result of 18/6	3
math	gsm8k	calc	27-7	20
math	gsm8k	calc	27 minus 7	20
math	gsm8k	calc	103-27-20	56
math	gsm8k	calc	56/2	28
math	gsm8k	calc	56 divided by 2	28
math	gsm8k	word	Four people lost a total of 103 kilograms of weight. The first person lost 27 kilograms. The second person lost 7 kilograms less than the first person. The two remaining people lost the same amount. How many kilograms di	28
math	gsm8k	bridge	last step 56/2	28
math	gsm8k	bridge	result of 56/2	28
math	gsm8k	calc	2*1	2
math	gsm8k	calc	2 times 1	2
math	gsm8k	calc	1*1	1
math	gsm8k	calc	1 times 1	1
math	gsm8k	calc	2*3	6
math	gsm8k	calc	2 times 3	6
math	gsm8k	calc	2*3	6
math	gsm8k	calc	2 times 3	6
math	gsm8k	calc	2+1+6+6	15
math	gsm8k	word	Dale and Andrew had breakfast at a cafe. A slice of toast costs £1, and eggs cost £3 each. Dale had 2 slices of toast and 2 eggs. Andrew had 1 slice of toast and 2 eggs. How much did their breakfast cost?	15
math	gsm8k	bridge	last step 2+1+6+6	15
math	gsm8k	bridge	result of 2+1+6+6	15
math	gsm8k	calc	237-60	177
math	gsm8k	calc	237 minus 60	177
math	gsm8k	calc	177*2	354
math	gsm8k	calc	177 times 2	354
math	gsm8k	calc	237+177+354	768
math	gsm8k	word	A garden produced 237 potatoes, 60 fewer cucumbers and twice as many peppers than the cucumbers. How many vegetables did the garden produce?	768
math	gsm8k	bridge	last step 237+177+354	768
math	gsm8k	bridge	result of 237+177+354	768
math	gsm8k	calc	3*4	12
math	gsm8k	calc	3 times 4	12
math	gsm8k	calc	97-12	85
math	gsm8k	calc	97 minus 12	85
math	gsm8k	word	A boxer weighs 97 kg at 4 months from a fight. He is on a diet that allows him to lose 3 kg per month until the day of the fight. How much will he weigh on the day of the fight?	85
math	gsm8k	bridge	last step 97-12	85
math	gsm8k	bridge	result of 97-12	85
math	gsm8k	calc	3*10	30
math	gsm8k	calc	3 times 10	30
math	gsm8k	calc	24+1+1	26
math	gsm8k	calc	30-26	4
math	gsm8k	calc	30 minus 26	4
math	gsm8k	word	Manny had 3 birthday cookie pies to share with his 24 classmates and his teacher, Mr. Keith. If each of the cookie pies were cut into 10 slices and Manny, his classmates, and Mr. Keith all had 1 piece, how many slices ar	4
math	gsm8k	bridge	last step 30-26	4
math	gsm8k	bridge	result of 30-26	4
math	gsm8k	calc	40-10	30
math	gsm8k	calc	40 minus 10	30
math	gsm8k	calc	40+30	70
math	gsm8k	calc	40 plus 30	70
math	gsm8k	word	James spends 40 years teaching. His partner has been teaching for 10 years less. How long is their combined experience?	70
math	gsm8k	bridge	last step 40+30	70
math	gsm8k	bridge	result of 40+30	70
math	gsm8k	calc	50/5	10
math	gsm8k	calc	50 divided by 5	10
math	gsm8k	calc	10*6	60
math	gsm8k	calc	10 times 6	60
math	gsm8k	calc	40+60	100
math	gsm8k	calc	40 plus 60	100
math	gsm8k	word	Jennifer purchased 40 cans of milk at the store before meeting her classmate Mark, who was also buying milk. Jennifer bought 6 additional cans for every 5 cans Mark bought. If Mark purchased 50 cans, how many cans of mil	100
math	gsm8k	bridge	last step 40+60	100
math	gsm8k	bridge	result of 40+60	100
math	gsm8k	calc	16-1	15
math	gsm8k	calc	16 minus 1	15
math	gsm8k	calc	16-3	13
math	gsm8k	calc	16 minus 3	13
math	gsm8k	calc	16+4	20
math	gsm8k	calc	16 plus 4	20
math	gsm8k	calc	16/2	8
math	gsm8k	calc	16 divided by 2	8
math	gsm8k	calc	15+13+20+8	56
math	gsm8k	calc	56/4	14
math	gsm8k	calc	56 divided by 4	14
math	gsm8k	word	Sam and Jeff had a skipping competition at recess. The competition was split into four rounds. Sam completed 1 more skip than Jeff in the first round. Jeff skipped 3 fewer times than Sam in the second round. Jeff skipped	14
math	gsm8k	bridge	last step 56/4	14
math	gsm8k	bridge	result of 56/4	14
math	gsm8k	calc	50-40	10
math	gsm8k	calc	50 minus 40	10
math	gsm8k	calc	10*20	200
math	gsm8k	calc	10 times 20	200
math	gsm8k	calc	500+200	700
math	gsm8k	calc	500 plus 200	700
math	gsm8k	word	Irene earns $500 if she works for 40 hours a week and gets an extra $20 for every hour of overtime. If she worked 50 hours last week, calculate her total income.	700
math	gsm8k	bridge	last step 500+200	700
math	gsm8k	bridge	result of 500+200	700
math	gsm8k	calc	20+24	44
math	gsm8k	calc	20 plus 24	44
math	gsm8k	calc	4/5*20	16
math	gsm8k	calc	2*24	48
math	gsm8k	calc	2 times 24	48
math	gsm8k	calc	48+16	64
math	gsm8k	calc	48 plus 16	64
math	gsm8k	calc	64+44	108
math	gsm8k	calc	64 plus 44	108
math	gsm8k	calc	108/2	54
math	gsm8k	calc	108 divided by 2	54
math	gsm8k	word	Paityn has 20 red hats and 24 blue hats. Her friend Zola has 4/5 times as many red hats as she has and twice the number of blue hats. If they combine all the hats together and share them equally between themselves, calcu	54
math	gsm8k	bridge	last step 108/2	54
math	gsm8k	bridge	result of 108/2	54
math	gsm8k	calc	10*10	100
math	gsm8k	calc	10 times 10	100
math	gsm8k	calc	100-10	90
math	gsm8k	calc	100 minus 10	90
math	gsm8k	word	Hans booked a room in a hotel. The hotel has 10 floors with 10 identical rooms on each floor. Because of an accident, the last floor is unavailable for the guests. Considering there are no other guests, in how many diffe	90
math	gsm8k	bridge	last step 100-10	90
math	gsm8k	bridge	result of 100-10	90
math	gsm8k	calc	2+5	7
math	gsm8k	calc	2 plus 5	7
math	gsm8k	word	Four classmates were comparing their ages based on their birth month. They found out that Jolyn is 2 months older than Therese while Therese is 5 months older than Aivo. Then, Leon is 2 months older than Aivo. How much o	5
math	gsm8k	bridge	last step 2+5	5
math	gsm8k	bridge	result of 2+5	5
math	gsm8k	calc	2-.5	1.5
math	gsm8k	calc	6	6
math	gsm8k	word	Peter goes to the store to buy a soda. The soda costs $.25 an ounce. He brought $2 with him and leaves with $.50. How many ounces of soda did he buy?	6
math	gsm8k	bridge	last step 6	6
math	gsm8k	bridge	result of 6	6
math	gsm8k	calc	400*1.5	600
math	gsm8k	calc	400 times 1.5	600
math	gsm8k	calc	600-400	200
math	gsm8k	calc	600 minus 400	200
math	gsm8k	calc	200*3	600
math	gsm8k	calc	200 times 3	600
math	gsm8k	word	John's cow weighs 400 pounds. It increased its weight to 1.5 times its starting weight. He is able to sell the cow for $3 per pound. How much more is it worth after gaining the weight?	600
math	gsm8k	bridge	last step 200*3	600
math	gsm8k	bridge	result of 200*3	600
math	gsm8k	calc	86+172	258
math	gsm8k	calc	86 plus 172	258
math	gsm8k	word	Brandon sold 86 geckos last year. He sold twice that many the year before. How many geckos has Brandon sold in the last two years?	258
math	gsm8k	bridge	last step 86+172	258
math	gsm8k	bridge	result of 86+172	258
math	gsm8k	calc	40*40/100	16
math	gsm8k	calc	5*40	200
math	gsm8k	calc	5 times 40	200
math	gsm8k	calc	200+16	216
math	gsm8k	calc	200 plus 16	216
math	gsm8k	word	Krystian works in the library. He borrows an average of 40 books every day. Every Friday, his number of borrowed books is about 40% higher than the daily average. How many books does he borrow in a week if the library is	216
math	gsm8k	bridge	last step 200+16	216
math	gsm8k	bridge	result of 200+16	216
math	gsm8k	calc	31+31+28	90
math	gsm8k	calc	1/2+1/2	1
math	gsm8k	calc	1*90	90
math	gsm8k	calc	1 times 90	90
math	gsm8k	word	Herman likes to feed the birds in December, January and February. He feeds them 1/2 cup in the morning and 1/2 cup in the afternoon. How many cups of food will he need for all three months?	90
math	gsm8k	bridge	last step 1*90	90
math	gsm8k	bridge	result of 1*90	90
math	gsm8k	calc	8+2	10
math	gsm8k	calc	8 plus 2	10
math	gsm8k	calc	80+20	100
math	gsm8k	calc	80 plus 20	100
math	gsm8k	calc	100/10	10
math	gsm8k	calc	100 divided by 10	10
math	gsm8k	word	John works a job that offers performance bonuses. He makes $80 a day and works for 8 hours. He has the option of working hard to earn the performance bonus of an extra $20 a day, but the extra effort results in a 2-hour 	10
math	gsm8k	bridge	last step 100/10	10
math	gsm8k	bridge	result of 100/10	10
math	gsm8k	calc	1/2*6	3
math	gsm8k	calc	3*365	1095
math	gsm8k	calc	3 times 365	1095
math	gsm8k	calc	1/2*4	2
math	gsm8k	calc	2*365	730
math	gsm8k	calc	2 times 365	730
math	gsm8k	calc	730+1095	1825
math	gsm8k	calc	730 plus 1095	1825
math	gsm8k	word	Sally and Bob have made plans to go on a trip at the end of the year. They both decide to work as babysitters and save half of what they've earned for their trip. If Sally makes $6 per day and Bob makes $4 per day, how m	1825
math	gsm8k	bridge	last step 730+1095	1825
math	gsm8k	bridge	result of 730+1095	1825
math	gsm8k	calc	8*1000	8000
math	gsm8k	calc	8 times 1000	8000
math	gsm8k	calc	1000*2	2000
math	gsm8k	calc	1000 times 2	2000
math	gsm8k	calc	2000*3	6000
math	gsm8k	calc	2000 times 3	6000
math	gsm8k	calc	8000+6000	14000
math	gsm8k	calc	8000 plus 6000	14000
math	gsm8k	word	John orders food for a massive restaurant. He orders 1000 pounds of beef for $8 per pound. He also orders twice that much chicken at $3 per pound. How much did everything cost?	14000
math	gsm8k	bridge	last step 8000+6000	14000
math	gsm8k	bridge	result of 8000+6000	14000
math	gsm8k	calc	3*400	1200
math	gsm8k	calc	3 times 400	1200
math	gsm8k	calc	1200/20	60
math	gsm8k	calc	1200 divided by 20	60
math	gsm8k	word	John writes 20 pages a day. How long will it take him to write 3 books that are 400 pages each?	60
math	gsm8k	bridge	last step 1200/20	60
math	gsm8k	bridge	result of 1200/20	60
math	gsm8k	calc	.25/.05	5
math	gsm8k	calc	20*5	100
math	gsm8k	calc	20 times 5	100
math	gsm8k	calc	100*.20	20
math	gsm8k	calc	100-20	80
math	gsm8k	calc	100 minus 20	80
math	gsm8k	calc	20*3	60
math	gsm8k	calc	20 times 3	60
math	gsm8k	calc	80*.05	4
math	gsm8k	calc	60+4	64
math	gsm8k	calc	60 plus 4	64
math	gsm8k	word	Alice has 20 quarters. She wants to exchange them for nickels and so she goes to the bank. After getting back from the bank, she discovers that 20% of the nickels are iron nickels worth $3 each. What is the total value o	64
math	gsm8k	bridge	last step 60+4	64
math	gsm8k	bridge	result of 60+4	64
math	gsm8k	calc	3+4	7
math	gsm8k	calc	3 plus 4	7
math	gsm8k	calc	7*15	105
math	gsm8k	calc	7 times 15	105
math	gsm8k	calc	105*1.2	126
math	gsm8k	calc	105 times 1.2	126
math	gsm8k	word	James has a rainwater collection barrel. For each inch of rain he collects 15 gallons. On Monday it rained 4 inches and on Tuesday it rained 3 inches. He can sell water for $1.2 per gallon. How much money did he make fro	126
